0,Note,Time,Delay,Channel
1,E .A C,0,1.7142840000000001,0
2,D .G .B,1.714284,1.7142840000000001,0
3,.B E,3.428568,1.7142840000000001,0
4,C F .A E ,5.1428519999999995,1.7142840000000001,0
5,D .G .B,6.857136,1.7142840000000001,0
6,.B E,8.57142,1.7142840000000001,0
7,C F .A,10.285703999999999,1.7142840000000001,0
8,.A,11.999987999999998,0.21428550000000002,0
9,E .A C,12.2142735,0.21428550000000002,0
10,E .A C ,12.428558999999998,0.42857100000000004,0
11,.A,12.85713,0.21428550000000002,0
12,E .A C,13.0714155,0.21428550000000002,0
13,.A,13.285701,0.21428550000000002,0
14,E .A C,13.4999865,0.21428550000000002,0
15,.G,13.714272,0.21428550000000002,0
16,D .G .B,13.9285575,0.21428550000000002,0
17,D .G .B ,14.142843,0.42857100000000004,0
18,.G,14.571414,0.21428550000000002,0
19,D .G .B,14.785699500000002,0.21428550000000002,0
20,.G,14.999985,0.21428550000000002,0
21,D .G .B,15.214270500000001,0.21428550000000002,0
22,E,15.428556,0.21428550000000002,0
23,.B E,15.642841500000001,0.21428550000000002,0
24,.B E,15.857127,0.42857100000000004,0
25,E,16.285698,0.21428550000000002,0
26,.B E,16.4999835,0.21428550000000002,0
27,E,16.714269,0.21428550000000002,0
28,.B E,16.9285545,0.21428550000000002,0
29,F,17.142840000000003,0.21428550000000002,0
30,C F .A,17.357125500000002,0.21428550000000002,0
31,C F .A ,17.571411000000005,0.42857100000000004,0
32,F,17.999982000000003,0.21428550000000002,0
33,C F .A,18.214267500000002,0.21428550000000002,0
34,F,18.428553000000004,0.21428550000000002,0
35,C F .A,18.642838500000003,0.21428550000000002,0
36,.A,18.857124000000006,0.21428550000000002,0
37,E .A C,19.071409500000005,0.21428550000000002,0
38,E .A C ,19.285695000000008,0.42857100000000004,0
39,.A,19.714266000000006,0.21428550000000002,0
40,E .A C,19.928551500000005,0.21428550000000002,0
41,.A,20.142837000000007,0.21428550000000002,0
42,E .A C,20.357122500000006,0.21428550000000002,0
43,.G,20.57140800000001,0.21428550000000002,0
44,D .G .B,20.785693500000008,0.21428550000000002,0
45,D .G .B ,20.99997900000001,0.42857100000000004,0
46,.G,21.42855000000001,0.21428550000000002,0
47,D .G .B,21.642835500000007,0.21428550000000002,0
48,.G,21.85712100000001,0.21428550000000002,0
49,D .G .B,22.07140650000001,0.21428550000000002,0
50,E,22.28569200000001,0.21428550000000002,0
51,.B E,22.49997750000001,0.21428550000000002,0
52,.B E,22.714263000000013,0.42857100000000004,0
53,E,23.14283400000001,0.21428550000000002,0
54,.B E,23.35711950000001,0.21428550000000002,0
55,E,23.571405000000013,0.21428550000000002,0
56,.B E,23.785690500000012,0.21428550000000002,0
57,F,23.999976000000014,0.21428550000000002,0
58,C F .A,24.214261500000013,0.21428550000000002,0
59,C F .A ,24.428547000000016,0.42857100000000004,0
60,F,24.857118000000014,0.21428550000000002,0
61,C F .A,25.071403500000013,0.21428550000000002,0
62,F,25.285689000000016,0.21428550000000002,0
63,C F .A,25.499974500000015,0.0,0
